index,STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT,PAYEE 1,PAYEE AMOUNT 1,PAYEE 2,PAYEE AMOUNT 2,PAYEE 3,PAYEE AMOUNT 3,PAYEE 4,PAYEE AMOUNT 4,PAYEE 5,PAYEE AMOUNT 5,PAYEE 6,PAYEE AMOUNT 6,PAYEE 7,PAYEE AMOUNT 7,PAYEE 8,PAYEE AMOUNT 8,PAYEE 9,PAYEE AMOUNT 9,PAYEE 10,PAYEE AMOUNT 10,CATEGORY 1,CATEGORY AMOUNT 1,CATEGORY 2,CATEGORY AMOUNT 2,CATEGORY 3,CATEGORY AMOUNT 3,CATEGORY 4,CATEGORY AMOUNT 4,CATEGORY 5,CATEGORY AMOUNT 5,CATEGORY 6,CATEGORY AMOUNT 6,CATEGORY 7,CATEGORY AMOUNT 7,CATEGORY 8,CATEGORY AMOUNT 8,CATEGORY 9,CATEGORY AMOUNT 9,CATEGORY 10,CATEGORY AMOUNT 10
1551,FL,Loranne Ausley,State Senate,3,696866.04,Canal Partners Media,375450.0,Esp Media,48742.0,Evergreen Strategies,36843.72,Catecomm,31650.0,Loranne Ausley Campaign Account,20000.0,Loranne Ausley Office Account,20000.0,Deliver Strategies,19305.81,Beth Matuga,17739.83,The Sexton Group,17377.27,Cate Committee,10000.0,Media & Ads,477784.69000000006,Campaign Consulting,36599.81,Digital Advertising,35843.72,Reimbursement,34768.91,Accounting & Financial Management,29000.0,Office Expenses,20600.0,Credit Card Processing Fees,12071.11,Canvassing & Field Work,11825.71,Political Funds & Groups,10000.0,General Operations & Supplies,7750.34
1552,FL,Aaron P. Bean,State Senate,4,281424.31,Data Targeting,43093.73999999999,Aaron Paul Bean Office Account,40944.24,Carroll And Company Cpa's,22645.83,Client Focused Media,18749.52,David Johnson Group,16337.6,Pass Consulting Group,14545.25,Bhb Consulting,12930.0,Bascom Communications,10375.0,United States Postal Service/Postmaster (USPS),7453.97,Majority Strategies,6728.45,Office Expenses,44262.17,Direct Mail,42268.74,Media & Ads,38474.38,Travel & Lodging,25165.45,Campaign Consulting,21027.81,"PR, Communications, & Marketing",17103.45,Event Expenses,16547.36,Meals & Catering,13990.31,Printing,13857.160000000003,Fundraising & Fundraising Consulting,12930.0
1553,FL,Erin Grall,State House,54,89257.41,Strategic Image Management (Simwins),52200.0,Erin Grall Campaign,18373.7,Her Creations,8200.0,Us Online Services,1856.25,Vbfn Vero Beach Academy,1500.0,Webelectnet,1200.0,Vero Beach Air Show,1000.0,Vero Beach Prayer Breakfast,1000.0,Republican Women Of Indian River (Florida),550.0,Mn Worldwide,383.92,Campaign Consulting,60200.0,General Operations & Supplies,16920.92,Contribution & Donation,2440.0,Campaign Signs & Paraphernalia,2428.9,Event Expenses,1910.0,Meals & Catering,1759.11,Reimbursement,1583.45,Software & Technology,1200.0,Credit Card Processing Fees,279.73,Digital Advertising,200.0
1554,FL,Ed Hooper,State Senate,16,713865.34,Strategic Media Placement,354381.85,Direct Mail Systems,165117.37,Florida Republican Senatorial Campaign Committee,99934.84,Southern Campaign Resources,12040.68,Golden Jaguar Consulting,10189.36,Mari Riba,8651.36,Pa Sams Iv Cpa,6650.0,Ellsworth Warmouth,6040.0,National Properties Trust,4300.01,Edwin Hooper,3376.5200000000004,Media & Ads,365870.53,Direct Mail,165117.37,Salary & Payroll,101824.01,Canvassing & Field Work,14612.49,Printing,12652.509999999998,Office Expenses,8625.99,General Operations & Supplies,8189.3200000000015,Meals & Catering,8060.039999999999,Accounting & Financial Management,6650.0,Campaign Consulting,4500.0
1555,FL,Jason Michael Fischer,State House,16,221156.68,Data Targeting Research,93594.61,The Archmann Group,68340.67,Jason Fischer,18222.03,Republican Party Of Florida,16000.0,Robinson Gruters & Roberts,8862.48,Enterprise,7500.0,Strategic Advertising,3000.0,Avis,2000.0,Florida Department Of State,1781.82,Melinda Fischer,525.49,Campaign Consulting,94799.5,Campaign Signs & Paraphernalia,39932.61,Political Funds & Groups,16781.82,Direct Mail,13662.0,General Operations & Supplies,13211.799999999996,Salary & Payroll,12120.93,Travel & Lodging,10998.26,Accounting & Financial Management,9150.0,Fuel & Gas,5281.919999999999,Digital Advertising,3000.0
1556,FL,Michelle Salzman,State House,1,225337.77,Direct Mail Systems,62630.13,Agency 103,32385.0,Michelle Salzman,30000.0,Kool Graphics,12076.13,The Listener Group,10953.5,April Pawless,6979.54,Office Depot,3047.87,N2 Publishing,2643.0,Floyd Steele,2508.77,Charity Hisle,2200.0,Direct Mail,62652.97,Media & Ads,52651.78,Office Expenses,27321.44,General Operations & Supplies,23040.75,"PR, Communications, & Marketing",17913.84,Campaign Signs & Paraphernalia,8981.349999999999,Canvassing & Field Work,4446.27,Campaign Consulting,3772.73,Accounting & Financial Management,3625.0,Meals & Catering,2987.36
1557,FL,Brett Hage,State House,33,57700.0,Brett Hage Office Account,19042.14,Data Targeting Research,13631.56,Brett Hage Campaign,10000.0,Robinson Gruters & Roberts,8450.0,D2 Fabrications,4336.18,Florida Department Of State,1781.82,Robinson Hanks Young And Roberts,350.0,Webelect,100.0,Anedot,8.3,No ranked payee found,0.0,Office Expenses,19042.14,Campaign Signs & Paraphernalia,16975.940000000002,General Operations & Supplies,10000.0,Accounting & Financial Management,8800.0,Political Funds & Groups,1781.82,Direct Mail,991.8,Software & Technology,100.0,Credit Card Processing Fees,8.3,No ranked category found,0.0,No ranked category found,0.0
1558,FL,Geraldine F. Thompson,State House,44,186906.89,Zoolix,49450.0,Facebook,41433.86,Espmedia Production,35855.0,Venmo,10180.0,Strategywise,6500.0,Jason Marlow,6000.0,Canva,5266.02,Cornerstone Publishing,3500.0,Geraldine Thompson,3218.94,James Edward,3000.0,General Operations & Supplies,52506.5,Media & Ads,45415.0,Digital Advertising,41433.86,Campaign Consulting,17777.96,Printing,7130.02,Canvassing & Field Work,5479.0,Credit Card Payment & Bank Fees,5066.3,Credit Card Processing Fees,2337.57,Polling & Research,2085.0,Software & Technology,1815.0
1559,FL,Tom Wright,State Senate,14,8200.0,Public Concepts,2484.93,Florida Division Of Elections,1781.82,Tommy A Wright Campaign,1487.74,John Kotyk,833.97,PAC Financial Management,811.54,Brevard County Republican Party (Florida),800.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Media & Ads,2484.93,Political Funds & Groups,1781.82,General Operations & Supplies,1487.74,Accounting & Financial Management,811.54,Printing,800.0,Campaign Consulting,500.0,Fuel & Gas,258.97,Event Expenses,75.0,No ranked category found,0.0,No ranked category found,0.0
1560,FL,Jenna Persons,State House,78,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1561,FL,Rick Roth,State House,85,276259.88,Roger Pennington,220500.0,Carter Consulting,21025.0,Direct Mail Systems,7769.82,Palm Strategies,5940.33,Thomas Henderson,3555.0,Rick Roth State Representative Office Account (Florida),3500.0,Raymond Roth,2826.25,Rick Roth Campaign 2020,2000.0,Instasign,1890.69,Florida Department Of State,1781.82,Media & Ads,200500.0,Campaign Consulting,25940.33,Travel & Lodging,21025.0,Direct Mail,7769.82,Salary & Payroll,7286.5,Office Expenses,3500.0,Reimbursement,2826.25,Campaign Signs & Paraphernalia,2052.84,Contribution & Donation,2000.0,Political Funds & Groups,1781.82
1562,FL,Ardian Zika,State House,37,136445.68000000002,Strategic Image Management (Simwins),91174.65,Republican Party Of Florida,20000.0,Suncoast Cpa Group,7550.6,Enterprise,5100.0,Zika Ardian,3486.24,Florida Department Of State,1781.82,Oasis Pregnancy Care Centers,1500.0,Dayspring Academy,1000.0,Farmore Marketing,760.0,Michael Miller,560.0,Campaign Consulting,91174.65,Political Funds & Groups,21781.82,Accounting & Financial Management,7500.0,Travel & Lodging,6600.0,Office Expenses,3038.71,Contribution & Donation,1000.0,Printing,1000.0,Campaign Signs & Paraphernalia,788.49,"PR, Communications, & Marketing",760.0,Event Expenses,610.9300000000001
1563,FL,Omari Hardy,State House,88,91923.88,Patriot Games,23663.71,Articulate Consulting,20480.0,Digital Content Chick,5600.0,Tallacala Digital,3493.0,The McLune Group,3000.0,Precision Communications,2944.4,Melody Richards,2750.0,Budget,2350.96,Barber Jacquette,2178.0,Wpbr,2000.0,Canvassing & Field Work,17545.27,Campaign Signs & Paraphernalia,11865.69,Campaign Consulting,11520.0,Salary & Payroll,10231.77,General Operations & Supplies,7273.309999999999,Printing,5020.0,Media & Ads,4318.75,Travel & Lodging,4169.76,Shipping & Postage,3640.0,Fundraising & Fundraising Consulting,3000.0
1564,FL,David Borrero,State House,105,351754.28,Drc Consulting,193899.49,Mentzer Media,15000.0,Melissa Reinoso,11325.5,Beatriz Forero,11198.48,Graphic Images,7783.5,Diana Contreras,7420.0,Martha Leiton,7345.0,Forero Doralba,6531.0,Valeria Santamaria,5172.0,Adrian Figueroa,5112.0,Media & Ads,114492.0,Canvassing & Field Work,107678.52,Direct Mail,49164.52,Campaign Consulting,24063.150000000005,Campaign Signs & Paraphernalia,11874.52,Credit Card Payment & Bank Fees,11385.0,Travel & Lodging,9826.52,Salary & Payroll,8547.490000000002,General Operations & Supplies,4159.67,"PR, Communications, & Marketing",3866.43
1565,FL,Kaylee Tuck,State House,55,282070.0,Golden Jaguar Consulting,189930.8,United States Postal Service/Postmaster (USPS),16171.38,Kaylee Tuck Office Account,15000.0,Capital Marketing Strategies,10000.0,Richard A Tuck,8254.46,Porter Picotte And,6027.77,Kaylee A Tuck,5973.96,Cal Compliance,5284.04,Republican Party Of Florida,5239.32,Spoor Bunch Franz,5201.4400000000005,Direct Mail,112214.01,Campaign Consulting,24915.92,Printing,21866.02,Media & Ads,21492.65,Campaign Signs & Paraphernalia,17914.129999999997,Shipping & Postage,16206.07,Office Expenses,15042.79,Reimbursement,14258.419999999998,"PR, Communications, & Marketing",10000.0,Fundraising & Fundraising Consulting,6000.0
1566,FL,Jim Boyd,State Senate,21,430825.13,Political Ink,90677.92,Strategic Digital Services,81361.0,Jack Rogers,76548.45999999999,Political Insights,56750.0,Republican Party Of Florida,30000.0,Florida Finance Strategies,25000.0,Jim Boyd Office Account,20000.0,Jim Boyd Campaign,10000.0,Data Targeting,8500.0,Robinson Gruters & Roberts,6583.78,Campaign Consulting,88750.0,Shipping & Postage,73639.51,Digital Advertising,65561.0,Fundraising & Fundraising Consulting,35000.0,Accounting & Financial Management,31500.0,Political Funds & Groups,30000.0,Office Expenses,20754.5,Media & Ads,15800.0,Direct Mail,15736.16,General Operations & Supplies,13598.47
1567,FL,Ray Rodrigues,State Senate,27,655655.56,Multimedia Services,228360.0,Tm Strategic Consulting,156757.40999999997,Taylor Strategies,64989.25,Data Targeting Research,45250.0,Senator Ray Rodrigues Office Account,34266.4,Isaac Communications,22050.0,Supernova Digital Communication,21711.81,Affordable Carts,16401.0,Florida Republican Senatorial Campaign Committee,10000.0,PAC Financial Management,6691.24,Media & Ads,310177.93,Campaign Consulting,76700.77,Accounting & Financial Management,65873.19,Travel & Lodging,46028.45,Contribution & Donation,29076.46,"PR, Communications, & Marketing",22050.0,Office Expenses,20068.58,Meals & Catering,18210.17,Direct Mail,15969.67,Fuel & Gas,10904.96
1568,FL,Dana Trabulsy,State House,84,118475.33,Strategic Image Management (Simwins),39004.8,Strategic Image Marketing,9725.8,Lynette Marraffa,8166.0,Mega Link 360,7840.0,Dana Trabulsy Campaign Overflow Account,7463.02,Republican Party Of Florida,5000.0,Staples,3427.38,Treasure Coast News,2745.0,Speedpro Imaging,2403.52,Target Enterprises,2052.58,Campaign Consulting,39004.8,General Operations & Supplies,22218.3,Office Expenses,11879.05,"PR, Communications, & Marketing",10855.72,Salary & Payroll,8354.16,Political Funds & Groups,6831.6,Media & Ads,6086.160000000001,Event Expenses,3593.67,Campaign Signs & Paraphernalia,2403.52,Travel & Lodging,1542.54
1569,FL,Sam Garrison,State House,18,314135.73000000004,Mentzer Media,100000.0,Strategic Image Management (Simwins),50336.0,K Ballard Consulting,33650.0,Prosequence,30000.0,Representative Sam Garrison Office Account,16799.760000000002,Republican Party Of Florida,15000.0,Consensus Media,13322.41,Data Targeting,10000.0,Carroll And Company Cpas,9838.5,PAC Financial Management,5359.139999999999,Media & Ads,114822.41,Campaign Consulting,80336.0,Accounting & Financial Management,39009.14,Political Funds & Groups,16781.82,Travel & Lodging,11537.54,Office Expenses,10220.27,Polling & Research,10000.0,Campaign Signs & Paraphernalia,8339.4,Meals & Catering,6699.57,General Operations & Supplies,5025.68
1570,FL,Michael Gottlieb,State House,98,34750.0,Eventco,17500.0,National Campaign Resource Group,8999.0,Florida Democratic Party,2527.36,Campaign To Elect Michael Gottlieb,1781.82,Florida Department Of State,1781.82,David Jazz Society,500.0,Messer Caparello,330.0,Davie Democratic Club (Florida),300.0,Kappa Foundation,200.0,Plantation Democratic Club (Florida),200.0,Event Expenses,18300.0,General Operations & Supplies,8999.0,Printing,2527.36,Political Funds & Groups,1781.82,Travel & Lodging,1781.82,Contribution & Donation,850.0,Legal Services,330.0,Meals & Catering,180.0,No ranked category found,0.0,No ranked category found,0.0
1571,FL,Amber Lynn Mariano,State House,36,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1572,FL,Douglas Vaughn Broxson,State Senate,1,312920.74000000005,The Hope Center,100000.0,Front Line Strategies,89185.75,Florida Senate District Office Account,40000.0,Florida Republican Senatorial Campaign Committee,25000.0,Sandpiper Auto Leasing,11901.0,Enterprise,9500.0,Florida Financial,5500.0,Verizon,4088.49,Douglas Broxson,2277.24,Gulf Coast Imprinting,2241.0,Contribution & Donation,101123.3,Campaign Consulting,90008.21,Office Expenses,40633.33,Political Funds & Groups,26781.82,Credit Card Payment & Bank Fees,11809.95,Travel & Lodging,11480.63,General Operations & Supplies,7022.160000000001,Accounting & Financial Management,6000.0,Utilities,4088.49,Fuel & Gas,3391.28
1573,FL,Tom Fabricio,State House,103,142008.83,Front Line Strategies,115263.7,Thomas P Fabricio,8403.84,Doster Accounting Services,4250.0,Webelect,1524.0,Diverse New Media,1500.0,El Vocero News,1200.0,Enterprise,1100.0,Anedot,1049.1,City Of Doral,1000.0,JJ Importers,776.0,Campaign Consulting,115263.7,Credit Card Payment & Bank Fees,5030.0,General Operations & Supplies,4659.780000000001,Accounting & Financial Management,4250.0,Media & Ads,2700.0,Travel & Lodging,1600.0,Shipping & Postage,1312.39,Canvassing & Field Work,1230.0,Credit Card Processing Fees,1049.1,Utilities,1000.0
1574,FL,Joseph Scott Geller,State House,100,61491.72,Florida Democratic Party,33500.0,District 100 Office Account,15378.84,Blueprint Consulting,2093.0,Florida Secretary Of State,1781.82,Pa Meyer Brooks Blohm And Hearn,1500.0,Public Communicators Group,1500.0,Beach Club Resort,1289.43,Broward Aflcio,1000.0,Tle Analitics,1000.0,Sunny Isles Beach Demo Club,750.0,Printing,33500.0,Office Expenses,15378.84,Canvassing & Field Work,4593.0,Travel & Lodging,1853.31,Candidate Filing & Ballot Fees,1781.82,Legal Services,1500.0,General Operations & Supplies,1356.0,Event Expenses,1125.0,Shipping & Postage,364.0,Software & Technology,39.75
1575,FL,Kevin Chambliss,State House,117,51654.2,Physical Advertising Works,9041.34,Alls Lavencia,8240.0,Leah Smith,5400.0,Coleman Zaria,4330.0,The Miami Group & Associates,4000.0,Johnny Macon,2030.0,Ikj Services,2002.14,Florida Division Of Elections,1781.82,Christopher Richmond,1500.0,The Political Group,1391.0,Canvassing & Field Work,27083.14,Media & Ads,9491.34,Campaign Consulting,6000.0,Campaign Signs & Paraphernalia,2250.0,Political Funds & Groups,1781.82,Credit Card Payment & Bank Fees,961.5,Software & Technology,896.38,Contribution & Donation,800.0,General Operations & Supplies,565.0300000000001,Utilities,500.0
1576,FL,Janet Cruz,State Senate,18,477031.02,Screen Strategies Media,306000.0,76 Words,45221.81,Deliver Strategies,17780.66,Good Guys Signs,10320.48,NGP VAN,8852.91,Capitol Promotions,7396.0,The Sexton Group,5439.0,Cruz Janet,5347.22,Wordplay (Vantiv),5260.05,WVEA-TV,5000.0,Media & Ads,366903.21,Campaign Consulting,23219.66,Campaign Signs & Paraphernalia,18836.48,Travel & Lodging,10108.740000000002,Software & Technology,8852.91,Credit Card Processing Fees,8410.730000000001,Salary & Payroll,7556.68,Event Expenses,5783.51,General Operations & Supplies,4608.43,Printing,4413.92
1577,FL,Paul M. Renner,State House,24,227697.65,Mentzer Media,87775.0,K Ballard Consulting,26746.77,Republican Party Of Florida,25000.0,Prosequence,18000.0,The David Johnson Group,17489.21,Consensus Media,15205.0,Flagler Broadcasting,11100.0,PAC Financial Management,8647.15,Campaign Graphics,4280.49,Hargrove Mini Storage,3683.33,Media & Ads,114830.0,Accounting & Financial Management,34884.15,Political Funds & Groups,26781.82,Campaign Consulting,18000.0,Digital Advertising,17489.21,Campaign Signs & Paraphernalia,4419.959999999999,Office Expenses,3683.33,General Operations & Supplies,2650.0,Software & Technology,1350.0,Meals & Catering,1300.33
1578,FL,Jay Trumbull,State House,6,231684.3,Front Line Strategies,200908.42,Capital Campaign Group,6700.0,Blair Samantha,6350.0,Rep Jay Trumbull Office Account,5194.34,Doster Accounting Services,4250.0,Ink Trax,3605.24,Cahall's Deli,1200.0,Tmg&C,1067.5,Webelect Net,921.6,Carlisle Baptist Church,500.0,Campaign Consulting,207258.42,Campaign Signs & Paraphernalia,10305.24,Office Expenses,5511.08,Accounting & Financial Management,5317.5,Event Expenses,1530.32,Software & Technology,921.6,Travel & Lodging,500.0,Credit Card Payment & Bank Fees,180.2,General Operations & Supplies,159.94,No ranked category found,0.0
1579,FL,Webster Barnaby,State House,27,246817.74,Multimedia Services,113760.0,Data Targeting Research,88420.0,Merus Strategies,13000.0,Johnson Nathan,10000.0,Enterprise,7000.0,Front Line Strategies,4268.34,Thelogostore,3671.72,Florida Department Of State,1781.82,Anedot,1732.2,Webelectnet,1020.0,Media & Ads,135341.97999999998,Direct Mail,31912.0,Campaign Consulting,27768.34,Campaign Signs & Paraphernalia,19116.01,Travel & Lodging,13702.59,General Operations & Supplies,7345.8,Polling & Research,6000.0,Political Funds & Groups,2302.82,Credit Card Processing Fees,1732.2,Contribution & Donation,915.0
