STATE,NAME,ASSOCIATED QUERY,OFFICE,DISTRICT,ELECTION YEAR
MO,JOSEPH ADAMS,NOT FOUND,STATE HOUSE,86,2020.0
MO,RASHEEN ALDRIDGE,NOT FOUND,STATE HOUSE,78,2020.0
MO,MARLON ANDERSON,NOT FOUND,STATE HOUSE,76,2020.0
MO,ALLEN ANDREWS,NOT FOUND,STATE HOUSE,1,2020.0
MO,LADONNA APPELBAUM,NOT FOUND,STATE HOUSE,71,2020.0
MO,LAUREN ARTHUR,NOT FOUND,STATE SENATE,17,2020.0
MO,DARRELL ATCHISON,NOT FOUND,STATE HOUSE,153,2020.0
MO,ASHLEY AUNE,NOT FOUND,STATE HOUSE,14,2020.0
MO,DOTTIE BAILEY,NOT FOUND,STATE HOUSE,110,2020.0
MO,BEN BAKER,NOT FOUND,STATE HOUSE,160,2020.0
MO,GRETCHEN BANGERT,NOT FOUND,STATE HOUSE,69,2020.0
MO,DONNA MC BARINGER,NOT FOUND,STATE HOUSE,82,2020.0
MO,JEROME BARNES,NOT FOUND,STATE HOUSE,28,2020.0
MO,CHARLES BASYE,NOT FOUND,STATE HOUSE,47,2020.0
MO,JASON BEAN,NOT FOUND,STATE SENATE,25,2020.0
MO,DOUG BECK,NOT FOUND,STATE SENATE,1,2020.0
MO,MIKE BERNSKOETTER,NOT FOUND,STATE SENATE,6,2018.0
MO,HARDY BILLINGTON,NOT FOUND,STATE HOUSE,152,2020.0
MO,RUSTY BLACK,NOT FOUND,STATE HOUSE,7,2020.0
MO,JOHN F. BLACK,NOT FOUND,STATE HOUSE,137,2020.0
MO,ASHLEY BLAND MANLOVE,NOT FOUND,STATE HOUSE,26,2020.0
MO,MITCH BOGGS,NOT FOUND,STATE HOUSE,157,2020.0
MO,LAKEYSHA AMR BOSLEY,NOT FOUND,STATE HOUSE,79,2020.0
MO,RICK BRATTIN,NOT FOUND,STATE SENATE,31,2020.0
MO,ROBERT BROMLEY,NOT FOUND,STATE HOUSE,162,2020.0
MO,RICHARD BROWN,NOT FOUND,STATE HOUSE,27,2020.0
MO,JUSTIN DAN BROWN,NOT FOUND,STATE SENATE,16,2018.0
MO,PAULA BROWN,NOT FOUND,STATE HOUSE,70,2020.0
MO,CHRIS BROWN,NOT FOUND,STATE HOUSE,16,2020.0
MO,CYNDI BUCHHEIT-COURTWAY,NOT FOUND,STATE HOUSE,115,2020.0
MO,JAMIE BURGER,NOT FOUND,STATE HOUSE,148,2020.0
MO,ERIC W. BURLISON,NOT FOUND,STATE SENATE,20,2018.0
MO,INGRID BURNETT,NOT FOUND,STATE HOUSE,19,2020.0
MO,MICHAEL BURTON,NOT FOUND,STATE HOUSE,92,2020.0
MO,DANNY BUSICK,NOT FOUND,STATE HOUSE,3,2020.0
MO,STEVE BUTZ,NOT FOUND,STATE HOUSE,81,2020.0
MO,JASON CHIPMAN,NOT FOUND,STATE HOUSE,120,2020.0
MO,PHIL CHRISTOFANELLI,NOT FOUND,STATE HOUSE,105,2020.0
MO,MIKE CIERPIOT,NOT FOUND,STATE SENATE,8,2018.0
MO,DOUG CLEMENS,NOT FOUND,STATE HOUSE,72,2020.0
MO,JEFF COLEMAN,NOT FOUND,STATE HOUSE,32,2020.0
MO,MARY ELIZABETH COLEMAN,NOT FOUND,STATE HOUSE,97,2020.0
MO,KIMBERLY-ANN COLLINS,NOT FOUND,STATE HOUSE,77,2020.0
MO,BENNIE COOK,NOT FOUND,STATE HOUSE,142,2020.0
MO,RON COPELAND,NOT FOUND,STATE HOUSE,143,2020.0
MO,SANDY FRANKLIN CRAWFORD,NOT FOUND,STATE SENATE,28,2018.0
MO,SCOTT CUPPS,NOT FOUND,STATE HOUSE,158,2020.0
MO,BISHOP DAVIDSON,NOT FOUND,STATE HOUSE,130,2020.0
MO,MICHAEL DAVIS,NOT FOUND,STATE HOUSE,56,2020.0
MO,DIRK E. DEATON,NOT FOUND,STATE HOUSE,159,2020.0
MO,BRUCE DEGROOT,NOT FOUND,STATE HOUSE,101,2020.0
MO,TRICIA DERGES,NOT FOUND,STATE HOUSE,140,2020.0
MO,CHRIS DINKINS,NOT FOUND,STATE HOUSE,144,2020.0
MO,SHAMED DOGAN,NOT FOUND,STATE HOUSE,98,2020.0
MO,JO DOLL,NOT FOUND,STATE HOUSE,83,2020.0
MO,J. EGGLESTON,NOT FOUND,STATE HOUSE,2,2020.0
MO,BILL C. EIGEL,NOT FOUND,STATE SENATE,23,2020.0
MO,MARK ELLEBRACHT,NOT FOUND,STATE HOUSE,17,2020.0
MO,KARLA ESLINGER,NOT FOUND,STATE SENATE,33,2020.0
MO,DAVID EVANS,NOT FOUND,STATE HOUSE,154,2020.0
MO,BILL FALKNER,NOT FOUND,STATE HOUSE,10,2020.0
MO,J. CRAIG FISHEL,NOT FOUND,STATE HOUSE,136,2020.0
MO,TRAVIS FITZWATER,NOT FOUND,STATE HOUSE,49,2020.0
MO,BETSY FOGLE,NOT FOUND,STATE HOUSE,135,2020.0
MO,RICK FRANCIS,NOT FOUND,STATE HOUSE,145,2020.0
MO,ELAINE FREEMAN GANNON,NOT FOUND,STATE SENATE,3,2020.0
MO,ALAN GRAY,NOT FOUND,STATE HOUSE,75,2020.0
MO,DAVID J. GREGORY,NOT FOUND,STATE HOUSE,96,2020.0
MO,KURTIS GREGORY,NOT FOUND,STATE HOUSE,51,2020.0
MO,DEREK GRIER,NOT FOUND,STATE HOUSE,100,2020.0
MO,AARON D. GRIESHEIMER,NOT FOUND,STATE HOUSE,61,2020.0
MO,DAVE GRIFFITH,NOT FOUND,STATE HOUSE,60,2020.0
MO,TRISH GUNBY,NOT FOUND,STATE HOUSE,99,2020.0
MO,KENT HADEN,NOT FOUND,STATE HOUSE,43,2020.0
MO,MIKE HAFFNER,NOT FOUND,STATE HOUSE,55,2020.0
MO,WILLARD HALEY,NOT FOUND,STATE HOUSE,58,2020.0
MO,TOM HANNEGAN,NOT FOUND,STATE HOUSE,65,2020.0
MO,BILL HARDWICK,NOT FOUND,STATE HOUSE,122,2020.0
MO,DANIEL JAY HEGEMAN,NOT FOUND,STATE SENATE,12,2018.0
MO,MIKE HENDERSON,NOT FOUND,STATE HOUSE,117,2020.0
MO,RON HICKS,NOT FOUND,STATE HOUSE,102,2020.0
MO,JUSTIN S. HILL,NOT FOUND,STATE HOUSE,108,2020.0
MO,DENNY L. HOSKINS,NOT FOUND,STATE SENATE,21,2020.0
MO,LINCOLN HOUGH,NOT FOUND,STATE SENATE,30,2018.0
MO,DAN HOUX,NOT FOUND,STATE HOUSE,54,2020.0
MO,BARRY D. HOVIS,NOT FOUND,STATE HOUSE,146,2020.0
MO,BRAD HUDSON,NOT FOUND,STATE HOUSE,138,2020.0
MO,JOSH HURLBERT,NOT FOUND,STATE HOUSE,12,2020.0
MO,KERI INGLE,NOT FOUND,STATE HOUSE,35,2020.0
MO,MICHAEL L. JOHNSON,NOT FOUND,STATE HOUSE,23,2020.0
MO,JIM KALBERLOH,NOT FOUND,STATE HOUSE,125,2020.0
MO,MIKE KEHOE,NOT FOUND,LIEUTENANT GOVERNOR,,2020.0
MO,ANN KELLEY,NOT FOUND,STATE HOUSE,127,2020.0
MO,HANNAH KELLY,NOT FOUND,STATE HOUSE,141,2020.0
MO,BILL E. KIDD,NOT FOUND,STATE HOUSE,20,2020.0
MO,JEFF KNIGHT,NOT FOUND,STATE HOUSE,129,2020.0
MO,ANDREW KOENIG,NOT FOUND,STATE SENATE,15,2020.0
MO,ED LEWIS,NOT FOUND,STATE HOUSE,6,2020.0
MO,PATTY LEWIS,NOT FOUND,STATE HOUSE,25,2020.0
MO,TONY LOVASCO,NOT FOUND,STATE HOUSE,64,2020.0
MO,TONY LUETKEMEYER,NOT FOUND,STATE SENATE,34,2018.0
MO,IAN MACKEY,NOT FOUND,STATE HOUSE,87,2020.0
MO,KARLA MAY,NOT FOUND,STATE SENATE,4,2018.0
MO,DON MAYHEW,NOT FOUND,STATE HOUSE,121,2020.0
MO,TRACY MCCREERY,NOT FOUND,STATE HOUSE,88,2020.0
MO,ANDREW C. MCDANIEL,NOT FOUND,STATE HOUSE,150,2020.0
MO,PEGGY MCGAUGH,NOT FOUND,STATE HOUSE,39,2020.0
MO,MICHAEL P. MCGIRL,NOT FOUND,STATE HOUSE,118,2020.0
MO,PETER MERIDETH,NOT FOUND,STATE HOUSE,80,2020.0
MO,MIKE MOON,NOT FOUND,STATE SENATE,29,2020.0
MO,BRIDGET WALSH MOORE,NOT FOUND,STATE HOUSE,93,2020.0
MO,HERMAN MORSE,NOT FOUND,STATE HOUSE,151,2020.0
MO,JAY MOSLEY,NOT FOUND,STATE HOUSE,68,2020.0
MO,ANGELA WALTON MOSLEY,NOT FOUND,STATE SENATE,13,2020.0
MO,JIM MURPHY,FRIENDS OF JIM MURPHY,STATE HOUSE,94,2020.0
MO,MAGGIE NURRENBERN,NOT FOUND,STATE HOUSE,15,2020.0
MO,MICHAEL A. O'DONNELL,NOT FOUND,STATE HOUSE,95,2020.0
MO,CINDY O'LAUGHLIN,NOT FOUND,STATE SENATE,18,2018.0
MO,BOB ONDER,NOT FOUND,STATE SENATE,2,2018.0
MO,BILL OWEN,NOT FOUND,STATE HOUSE,131,2020.0
MO,MICHAEL L. PARSON,NOT FOUND,GOVERNOR,,2020.0
MO,JON PATTERSON,NOT FOUND,STATE HOUSE,30,2020.0
MO,CHAD PERKINS,NOT FOUND,STATE HOUSE,40,2020.0
MO,MICHAEL PERSON,NOT FOUND,STATE HOUSE,74,2020.0
MO,BARBARA PHIFER,NOT FOUND,STATE HOUSE,90,2020.0
MO,RANDY PIETZMAN,NOT FOUND,STATE HOUSE,41,2020.0
MO,PATRICIA PIKE,NOT FOUND,STATE HOUSE,126,2020.0
MO,DEAN PLOCHER,NOT FOUND,STATE HOUSE,89,2020.0
MO,BRADLEY POLLITT,NOT FOUND,STATE HOUSE,52,2020.0
MO,SUZIE POLLOCK,NOT FOUND,STATE HOUSE,123,2020.0
MO,JEFF PORTER,NOT FOUND,STATE HOUSE,42,2020.0
MO,SEAN POUCHE,NOT FOUND,STATE HOUSE,13,2020.0
MO,WILEY PRICE,NOT FOUND,STATE HOUSE,84,2020.0
MO,RAYCHEL PROUDIE,NOT FOUND,STATE HOUSE,73,2020.0
MO,CRYSTAL QUADE,NOT FOUND,STATE HOUSE,132,2020.0
MO,RANDY RAILSBACK,NOT FOUND,STATE HOUSE,8,2020.0
MO,GREG RAZER,NOT FOUND,STATE SENATE,7,2020.0
MO,RODGER L. REEDY,NOT FOUND,STATE HOUSE,57,2020.0
MO,HOLLY REHDER,NOT FOUND,STATE SENATE,27,2020.0
MO,DOUG RICHEY,NOT FOUND,STATE HOUSE,38,2020.0
MO,JEANIE RIDDLE,NOT FOUND,STATE SENATE,10,2018.0
MO,LOUIS RIGGS,NOT FOUND,STATE HOUSE,5,2020.0
MO,ALEX RILEY,NOT FOUND,STATE HOUSE,134,2020.0
MO,JOHN JOSEPH RIZZO,NOT FOUND,STATE SENATE,11,2020.0
MO,STEVEN ROBERTS,NOT FOUND,STATE SENATE,5,2020.0
MO,LANE ROBERTS,NOT FOUND,STATE HOUSE,161,2020.0
MO,SHANE RODEN,NOT FOUND,STATE HOUSE,111,2020.0
MO,WES ROGERS,NOT FOUND,STATE HOUSE,18,2020.0
MO,DON RONE,NOT FOUND,STATE HOUSE,149,2020.0
MO,CALEB ROWDEN,NOT FOUND,STATE SENATE,19,2020.0
MO,RORY ROWLAND,NOT FOUND,STATE HOUSE,29,2020.0
MO,BECKY RUTH,NOT FOUND,STATE HOUSE,114,2020.0
MO,CHRIS SANDER,NOT FOUND,STATE HOUSE,33,2020.0
MO,BRUCE SASSMANN,NOT FOUND,STATE HOUSE,62,2020.0
MO,ROBERT SAULS,NOT FOUND,STATE HOUSE,21,2020.0
MO,DAVE SCHATZ,NOT FOUND,STATE SENATE,26,2018.0
MO,ADAM SCHNELTING,NOT FOUND,STATE HOUSE,104,2020.0
MO,NICK SCHROER,NOT FOUND,STATE HOUSE,107,2020.0
MO,JILL SCHUPP,NOT FOUND,STATE SENATE,24,2018.0
MO,ADAM SCHWADRON,NOT FOUND,STATE HOUSE,106,2020.0
MO,BRIAN H. SEITZ,NOT FOUND,STATE HOUSE,156,2020.0
MO,MARK A. SHARP,NOT FOUND,STATE HOUSE,36,2020.0
MO,GREG SHARPE,NOT FOUND,STATE HOUSE,4,2020.0
MO,DAN SHAUL,NOT FOUND,STATE HOUSE,113,2020.0
MO,BRENDA KAY SHIELDS,NOT FOUND,STATE HOUSE,11,2020.0
MO,JOHN SIMMONS,NOT FOUND,STATE HOUSE,109,2020.0
MO,CODY SMITH,NOT FOUND,STATE HOUSE,163,2020.0
MO,NEIL SMITH,NOT FOUND,STATE HOUSE,67,2020.0
MO,TRAVIS SMITH,NOT FOUND,STATE HOUSE,155,2020.0
MO,DAVID TYSON SMITH,NOT FOUND,STATE HOUSE,45,
MO,DAN STACY,NOT FOUND,STATE HOUSE,31,2020.0
MO,MIKE STEPHENS,NOT FOUND,STATE HOUSE,128,2020.0
MO,MARTHA STEVENS,NOT FOUND,STATE HOUSE,46,2020.0
MO,NATHAN TATE,NOT FOUND,STATE HOUSE,119,2020.0
MO,JERED TAYLOR,NOT FOUND,STATE HOUSE,139,2020.0
MO,TIM TAYLOR,NOT FOUND,STATE HOUSE,48,2020.0
MO,MARLENE Y. TERRY,NOT FOUND,STATE HOUSE,66,2020.0
MO,LISA THOMAS,NOT FOUND,STATE HOUSE,124,2020.0
MO,TERRY THOMPSON,NOT FOUND,STATE HOUSE,53,2020.0
MO,CHERI TOALSON REISCH,NOT FOUND,STATE HOUSE,44,2020.0
MO,CURTIS D. TRENT,NOT FOUND,STATE HOUSE,133,2020.0
MO,ANNETTE TURNBAUGH,NOT FOUND,STATE HOUSE,37,2020.0
MO,SARAH UNSICKER,NOT FOUND,STATE HOUSE,91,2020.0
MO,DEAN VANSCHOIACK,NOT FOUND,STATE HOUSE,9,2020.0
MO,RUDY L. VEIT,NOT FOUND,STATE HOUSE,59,2020.0
MO,ROB VESCOVO,NOT FOUND,STATE HOUSE,112,2020.0
MO,WAYNE WALLINGFORD,NOT FOUND,STATE HOUSE,147,2020.0
MO,SARA WALSH,NOT FOUND,STATE HOUSE,50,2020.0
MO,BARBARA ANNE WASHINGTON,NOT FOUND,STATE SENATE,9,2020.0
MO,EMILY WEBER,NOT FOUND,STATE HOUSE,24,2020.0
MO,RICHARD W. WEST,NOT FOUND,STATE HOUSE,63,2020.0
MO,WILLIAM WHITE,NOT FOUND,STATE SENATE,32,2018.0
MO,PAUL JOSEPH WIELAND,NOT FOUND,STATE SENATE,22,2018.0
MO,JOHN D. WIEMANN,NOT FOUND,STATE HOUSE,103,2020.0
MO,BRIAN WILLIAMS,NOT FOUND,STATE SENATE,14,2018.0
MO,KEVIN L. WINDHAM,NOT FOUND,STATE HOUSE,85,2020.0
MO,DALE L. WRIGHT,NOT FOUND,STATE HOUSE,116,2020.0
MO,YOLANDA YOUNG,NOT FOUND,STATE HOUSE,22,2020.0
NE,RAYMOND M. AGUILAR,NOT FOUND,STATE SENATE,35,2020.0
NE,JONI ALBRECHT,JONI ALBRECHT FOR LEGISLATURE,STATE SENATE,17,2020.0
NE,JOHN ARCH,CITIZENS TO ELECT JOHN ARCH,STATE SENATE,14,2018.0
NE,CAROL BLOOD,FRIENDS OF CAROL BLOOD (FOR LEGISLATURE #3),STATE SENATE,3,2020.0
NE,ELIOT BOSTAR,ELIOT BOSTAR FOR LEGISLATURE,STATE SENATE,29,2020.0
NE,BRUCE BOSTELMAN,BOSTELMAN FOR LEGISLATURE,STATE SENATE,23,2020.0
NE,TOM BRANDT,BRANDT FOR LEGISLATURE,STATE SENATE,32,2018.0
NE,TOM BREWER,TOM BREWER FOR NEBRASKA,STATE SENATE,43,2020.0
NE,TOM BRIESE,BRIESE FOR LEGISLATURE,STATE SENATE,41,2020.0
NE,MACHAELA CAVANAUGH,MACHAELA CAVANAUGH FOR LEGISLATURE,STATE SENATE,6,2018.0
NE,JOHN CAVANAUGH,NEIGHBORS FOR CAVANAUGH,STATE SENATE,9,2020.0
NE,ROBERT CLEMENTS,ROB CLEMENTS FOR LEGISLATURE,STATE SENATE,2,2018.0
NE,JEN DAY,JEN DAY FOR NEBRASKA,STATE SENATE,49,2020.0
NE,WENDY DEBOER,WENDY DEBOER FOR LEGISLATURE,STATE SENATE,10,2018.0
NE,MYRON DORN,DORN FOR LEGISLATURE,STATE SENATE,30,2018.0
NE,STEVE ERDMAN,STEVE ERDMAN FOR LEGISLATURE,STATE SENATE,47,2020.0
NE,MIKE FLOOD,MIKE FLOOD FOR NEBRASKA,STATE SENATE,19,2020.0
NE,MIKE FOLEY,FOLEY FOR THE PEOPLE - GOVERNOR,LIEUTENANT GOVERNOR,,2018.0
NE,CURT FRIESEN,FRIESEN FOR LEGISLATURE,STATE SENATE,34,2018.0
NE,SUZANNE GEIST,SUZANNE C. GEIST FOR LEGISLATURE,STATE SENATE,25,2020.0
NE,TIMOTHY J. GRAGERT,TIMOTHY J GRAGERT FOR LEGISLATURE DISTRICT #40,STATE SENATE,40,2018.0
NE,MICHAEL GROENE,MICHAEL GROENE FOR LEGISLATURE,STATE SENATE,42,2018.0
NE,STEVE HALLORAN,STEVE HALLORAN FOR LEGISLATURE,STATE SENATE,33,2020.0
NE,MATT HANSEN,HANSEN FOR LEGISLATURE,STATE SENATE,26,2018.0
NE,BEN HANSEN,BEN HANSEN FOR LEGISLATURE,STATE SENATE,16,2018.0
NE,MIKE HILGERS,FRIENDS OF MIKE HILGERS-LEGISLATURE,STATE SENATE,21,2020.0
NE,ROBERT J. HILKEMANN,HILKEMANN FOR LEGISLATURE,STATE SENATE,4,2018.0
NE,DAN HUGHES,HUGHES FOR LEGISLATURE,STATE SENATE,44,2018.0
NE,MEGAN HUNT,NEIGHBORS FOR MEGAN HUNT,STATE SENATE,8,2018.0
NE,MARK A. KOLTERMAN,KOLTERMAN FOR LEGISLATURE,STATE SENATE,24,2018.0
NE,STEVE LATHROP,LATHROP FOR LEGISLATURE,STATE SENATE,12,2018.0
NE,BRETT LINDSTROM,FRIENDS OF LINDSTROM,STATE SENATE,18,2018.0
NE,LOU ANN LINEHAN,LINEHAN FOR LEGISLATURE,STATE SENATE,39,2020.0
NE,JOHN S. LOWE,JOHN LOWE FOR LEGISLATURE,STATE SENATE,37,2020.0
NE,JOHN S. MCCOLLISTER,MCCOLLISTER FOR LEGISLATURE,STATE SENATE,20,2018.0
NE,MIKE MCDONNELL,FRIENDS OF MIKE MCDONNELL,STATE SENATE,5,2020.0
NE,TERRELL MCKINNEY,PEOPLE FOR TERRELL MCKINNEY,STATE SENATE,11,2020.0
NE,ADAM MORFELD,FRIENDS FOR ADAM MORFELD,STATE SENATE,46,2018.0
NE,MIKE MOSER,MIKE MOSER FOR LEGISLATURE,STATE SENATE,22,2018.0
NE,DAVE MURMAN,DAVE MURMAN FOR LEGISLATURE,STATE SENATE,38,2018.0
NE,RICH J. PAHLS,FRIENDS OF RICH PAHLS,STATE SENATE,31,2020.0
NE,PATTY PANSING BROOKS,PANSING BROOKS FOR LEGISLATURE,STATE SENATE,28,2018.0
NE,PETE RICKETTS,PETE RICKETTS FOR GOVERNOR,GOVERNOR,,2018.0
NE,RITA SANDERS,SANDERS FOR LEGISLATURE,STATE SENATE,45,2020.0
NE,JULIE SLAMA,JULIE SLAMA FOR LEGISLATURE,STATE SENATE,1,2020.0
NE,JOHN P. STINNER,STINNER FOR LEGISLATURE,STATE SENATE,48,2018.0
NE,TONY VARGAS,VARGAS FOR NEBRASKA,STATE SENATE,7,2020.0
NE,LYNNE M. WALZ,LYNNE WALZ FOR LEGISLATURE,STATE SENATE,15,2020.0
NE,JUSTIN T. WAYNE,WAYNE FOR NEBRASKA,STATE SENATE,13,2020.0
NE,MATT WILLIAMS,MATT WILLIAMS FOR LEGISLATURE,STATE SENATE,36,2018.0
NE,ANNA WISHART,ANNA WISHART FOR LEGISLATURE,STATE SENATE,27,2020.0
NM,ELISEO LEE ALCON,ELISEO ALCON,STATE HOUSE,6,2020.0
NM,ANTHONY ALLISON,ANTHONY ALLISON,STATE HOUSE,4,2020.0
NM,PHELPS ANDERSON,PHELPS ANDERSON,STATE HOUSE,66,2020.0
NM,DEBORAH A. ARMSTRONG,DEBORAH ARMSTRONG,STATE HOUSE,17,2020.0
NM,GAIL ARMSTRONG,GAIL MISSY ARMSTRONG,STATE HOUSE,49,2020.0
NM,GREGORY A. BACA,GREGORY BACA,STATE SENATE,29,2020.0
NM,ALONZO BALDONADO,ALONZO BALDONADO,STATE HOUSE,8,2020.0
NM,BRITTNEY AILEENE BARRERAS,NOT FOUND,STATE HOUSE,12,2020.0
NM,KAREN C. BASH,KAREN BASH,STATE HOUSE,68,2020.0
NM,RACHEL A. BLACK,RACHEL BLACK,STATE HOUSE,51,2020.0
NM,CRAIG W. BRANDT,CRAIG BRANDT,STATE SENATE,40,2020.0
NM,CATHRYNN N. BROWN,CATHRYNN BROWN,STATE HOUSE,55,2020.0
NM,WILLIAM F. BURT,WILLIAM BURT,STATE SENATE,33,2020.0
NM,MICAELA LARA CADENA,MICAELA CADENA,STATE HOUSE,33,2020.0
NM,PETE CAMPOS,PETE CAMPOS,STATE SENATE,8,2020.0
NM,JACOB CANDELARIA,JACOB CANDELARIA,STATE SENATE,26,2020.0
NM,AMBROSE M. CASTELLANO,AMBROSE CASTELLANO,STATE HOUSE,70,2020.0
NM,JOSEPH CERVANTES,JOSEPH CERVANTES,STATE SENATE,31,2020.0
NM,CHRISTINE CHANDLER,CHRISTINE CHANDLER,STATE HOUSE,43,2020.0
NM,GAIL CHASEY,GAIL CHASEY,STATE HOUSE,18,2020.0
NM,JACK O. CHATFIELD,JACKEY CHATFIELD,STATE HOUSE,67,2020.0
NM,ZACHARY J. COOK,ZACH COOK,STATE HOUSE,56,2020.0
NM,SIAH CORREA HEMPHILL,SIAH CORREA HEMPHILL,STATE SENATE,28,2020.0
NM,RANDAL S. CROWDER,RANDAL CROWDER,STATE HOUSE,64,2020.0
NM,CRYSTAL R. DIAMOND,CRYSTAL DIAMOND,STATE SENATE,35,2020.0
NM,MEREDITH A. DIXON,MEREDITH DIXON,STATE HOUSE,20,2020.0
NM,REBECCA L. DOW,REBECCA DOW,STATE HOUSE,38,2020.0
NM,KATY M. DUHIGG,KATY DUHIGG,STATE SENATE,10,2020.0
NM,BRIAN FRANKLIN EGOLF,BRIAN EGOLF,STATE HOUSE,47,2020.0
NM,DAYMON B. ELY,DAYMON ELY,STATE HOUSE,23,2020.0
NM,CANDY SPENCE EZZELL,CANDY SPENCE EZZELL,STATE HOUSE,58,2020.0
NM,KELLY K. FAJARDO,KELLY FAJARDO,STATE HOUSE,7,2020.0
NM,JOANNE J. FERRARY,JOANNE FERRARY,STATE HOUSE,37,2020.0
NM,NATALIE R. FIGUEROA,NATALIE FIGUEROA,STATE HOUSE,30,2020.0
NM,DOREEN YBARRA GALLEGOS,DOREEN GALLEGOS,STATE HOUSE,52,2020.0
NM,DAVID M. GALLEGOS,DAVID GALLEGOS,STATE SENATE,41,2020.0
NM,MIGUEL P. GARCIA,MIGUEL P GARCIA,STATE HOUSE,14,2020.0
NM,HARRY GARCIA,HARRY GARCIA,STATE HOUSE,69,2020.0
NM,JOY IRVINE GARRATT,JOY GARRATT,STATE HOUSE,29,2020.0
NM,ROBERTO JESSE GONZALES,ROBERTO BOBBY GONZALES,STATE SENATE,6,2020.0
NM,RON GRIGGS,RON GRIGGS,STATE SENATE,34,2020.0
NM,CARRIE HAMBLEN,CARRIE HAMBLEN,STATE SENATE,38,2020.0
NM,JASON CARL HARPER,JASON HARPER,STATE HOUSE,57,2020.0
NM,JOSHUA HERNANDEZ,NOT FOUND,STATE HOUSE,60,2020.0
NM,SUSAN K. HERRERA,SUSAN HERRERA,STATE HOUSE,41,2020.0
NM,MARTIN E. HICKEY,MARTIN HICKEY,STATE SENATE,20,2020.0
NM,DAYAN M. HOCHMAN-VIGIL,DAYAN HOCHMAN-VIGIL,STATE HOUSE,15,2020.0
NM,STUART INGLE,STUART INGLE,STATE SENATE,27,2020.0
NM,DANIEL A. IVEY-SOTO,DANIEL IVEY-SOTO,STATE SENATE,15,2020.0
NM,LEO JARAMILLO,LEO JARAMILLO,STATE SENATE,5,2020.0
NM,DOREEN WONDA JOHNSON,DOREEN JOHNSON,STATE HOUSE,5,2020.0
NM,GAY G. KERNAN,GAY KERNAN,STATE SENATE,42,2020.0
NM,T. RYAN LANE,T. RYAN LANE,STATE HOUSE,3,2020.0
NM,RAYMUNDO LARA,RAYMUNDO LARA,STATE HOUSE,34,2020.0
NM,DERRICK J. LENTE,DERRICK LENTE,STATE HOUSE,65,2020.0
NM,LINDA M. LOPEZ,LINDA LOPEZ,STATE SENATE,11,2020.0
NM,STEFANI LORD,STEFANI LORD,STATE HOUSE,22,2020.0
NM,GEORGENE LOUIS,GEORGENE LOUIS,STATE HOUSE,26,2020.0
NM,TARA LUJAN,TARA LUJAN,STATE HOUSE,48,2020.0
NM,MICHELLE LUJAN GRISHAM,MICHELLE LUJAN GRISHAM,GOVERNOR,,2018.0
NM,PATRICIA A. LUNDSTROM,PATRICIA PATTY LUNDSTROM,STATE HOUSE,9,2020.0
NM,WILLIE A. MADRID,WILLIE MADRID,STATE HOUSE,53,2020.0
NM,ANTONIO MAESTAS,ANTONIO MAESTAS,STATE HOUSE,16,2020.0
NM,JAVIER I. MARTíNEZ,JAVIER MARTINEZ,STATE HOUSE,11,2020.0
NM,MARIAN MATTHEWS,MARIAN MATTHEWS,STATE HOUSE,27,2020.0
NM,BRENDA GRACE AGOYOTHÉ MCKENNA,BRENDA GREEN,STATE SENATE,9,2020.0
NM,MATTHEW MCQUEEN,MATTHEW MCQUEEN,STATE HOUSE,50,2020.0
NM,RODNEY D. MONTOYA,RODNEY MONTOYA,STATE HOUSE,1,2020.0
NM,ROGER EVAN MONTOYA,ROGER MONTOYA,STATE HOUSE,40,2020.0
NM,MARK DAVID MOORES,MARK MOORES,STATE SENATE,21,2020.0
NM,HOWIE C. MORALES,HOWIE MORALES,LIEUTENANT GOVERNOR,,2018.0
NM,GEORGE K. MUÑOZ,GEORGE MUNOZ,STATE SENATE,4,2020.0
NM,STEVEN P. NEVILLE,STEVEN NEVILLE,STATE SENATE,2,2020.0
NM,GREG NIBERT,GREG NIBERT,STATE HOUSE,59,2020.0
NM,WILLIAM BALDWIN O'NEILL,BILL O'NEILL,STATE SENATE,13,2020.0
NM,KRISTINA ORTEZ,KRISTINA ORTEZ,STATE HOUSE,42,2020.0
NM,GERALD P. ORTIZ PINO,GERALD ORTIZ Y PINO,STATE SENATE,12,2020.0
NM,MICHAEL PADILLA,MICHAEL PADILLA,STATE SENATE,14,2020.0
NM,RANDALL T. PETTIGREW,RANDALL PETTIGREW,STATE HOUSE,61,2020.0
NM,SHANNON D. PINTO,SHANNON PINTO,STATE SENATE,3,2020.0
NM,CLIFF R. PIRTLE,CLIFF PIRTLE,STATE SENATE,32,2020.0
NM,HAROLD JAMES POPE,HAROLD POPE,STATE SENATE,23,2020.0
NM,JANE E. POWDRELL-CULBERT,JANE POWDRELL-CULBERT,STATE HOUSE,44,2020.0
NM,WILLIAM R. REHM,WILLIAM BILL REHM,STATE HOUSE,31,2020.0
NM,NANCY E. RODRIGUEZ,NANCY RODRIGUEZ,STATE SENATE,24,2020.0
NM,GREGORIO ANDRÉS ROMERO,G ANDRES ROMERO,STATE HOUSE,10,2020.0
NM,ANDREA D. ROMERO,ANDREA ROMERO,STATE HOUSE,46,2020.0
NM,PATRICIA A. ROYBAL CABALLERO,PATRICIA ROYBAL CABALLERO,STATE HOUSE,13,2020.0
